filename,test_number,expected_vul,expected_cwe,semgrep_found_vul,semgrep_cwes,classification
cleaned_BenchmarkTest00103.sarif,00103,True,89,True,"89, 1004",TP
cleaned_BenchmarkTest00104.sarif,00104,False,89,True,"89, 1004",FP
cleaned_BenchmarkTest00105.sarif,00105,False,89,True,"89, 1004",FP
cleaned_BenchmarkTest00106.sarif,00106,True,89,True,"89, 1004",TP
cleaned_BenchmarkTest00107.sarif,00107,False,89,True,"89, 1004",FP
cleaned_BenchmarkTest00108.sarif,00108,True,89,True,"89, 1004",TP
cleaned_BenchmarkTest00109.sarif,00109,True,89,True,"89, 1004",TP
cleaned_BenchmarkTest00110.sarif,00110,False,89,True,"89, 1004",FP
cleaned_BenchmarkTest00111.sarif,00111,True,89,True,"89, 1004",TP
cleaned_BenchmarkTest00112.sarif,00112,True,89,True,"89, 1004",TP
cleaned_BenchmarkTest00113.sarif,00113,False,89,True,"89, 1004",FP
cleaned_BenchmarkTest00114.sarif,00114,False,89,True,"89, 1004",FP
cleaned_BenchmarkTest00115.sarif,00115,True,89,True,"89, 1004",TP
cleaned_BenchmarkTest00116.sarif,00116,False,643,True,"79, 1004",FP
cleaned_BenchmarkTest00117.sarif,00117,False,643,True,"79, 1004",FP
cleaned_BenchmarkTest00118.sarif,00118,False,643,True,"79, 1004",FP
cleaned_BenchmarkTest00119.sarif,00119,True,327,True,326,FN_WrongCWE
cleaned_BenchmarkTest00120.sarif,00120,True,327,True,326,FN_WrongCWE
cleaned_BenchmarkTest00121.sarif,00121,False,327,False,,TN
cleaned_BenchmarkTest00122.sarif,00122,False,327,False,,TN
cleaned_BenchmarkTest00123.sarif,00123,True,327,True,"326, 327",TP
cleaned_BenchmarkTest00124.sarif,00124,True,327,True,"326, 327",TP
cleaned_BenchmarkTest00125.sarif,00125,True,327,True,"326, 327",TP
cleaned_BenchmarkTest00126.sarif,00126,False,327,False,,TN
cleaned_BenchmarkTest00127.sarif,00127,False,327,True,327,FP
cleaned_BenchmarkTest00128.sarif,00128,False,327,True,327,FP
cleaned_BenchmarkTest00129.sarif,00129,False,327,True,327,FP
cleaned_BenchmarkTest00130.sarif,00130,False,327,True,327,FP
cleaned_BenchmarkTest00131.sarif,00131,False,22,True,22,FP
cleaned_BenchmarkTest00132.sarif,00132,False,22,True,22,FP
cleaned_BenchmarkTest00133.sarif,00133,True,22,True,22,TP
cleaned_BenchmarkTest00134.sarif,00134,False,22,True,22,FP
cleaned_BenchmarkTest00135.sarif,00135,False,22,True,22,FP
cleaned_BenchmarkTest00136.sarif,00136,False,22,True,22,FP
cleaned_BenchmarkTest00137.sarif,00137,False,22,True,22,FP
cleaned_BenchmarkTest00138.sarif,00138,False,90,True,79,FP
cleaned_BenchmarkTest00139.sarif,00139,False,90,False,,TN
cleaned_BenchmarkTest00140.sarif,00140,True,330,True,501,FN_WrongCWE
cleaned_BenchmarkTest00141.sarif,00141,True,328,True,327,FN_WrongCWE
cleaned_BenchmarkTest00142.sarif,00142,False,328,False,,TN
cleaned_BenchmarkTest00143.sarif,00143,True,328,False,,FN_Missed
cleaned_BenchmarkTest00144.sarif,00144,True,79,True,79,TP
cleaned_BenchmarkTest00145.sarif,00145,True,79,True,79,TP
cleaned_BenchmarkTest00146.sarif,00146,True,79,True,79,TP
cleaned_BenchmarkTest00147.sarif,00147,False,79,True,79,FP
cleaned_BenchmarkTest00148.sarif,00148,True,79,True,79,TP
cleaned_BenchmarkTest00149.sarif,00149,True,79,False,,FN_Missed
cleaned_BenchmarkTest00150.sarif,00150,True,79,False,,FN_Missed
cleaned_BenchmarkTest00151.sarif,00151,False,79,False,,TN
cleaned_BenchmarkTest00152.sarif,00152,True,79,True,79,TP
cleaned_BenchmarkTest00153.sarif,00153,True,79,True,79,TP
cleaned_BenchmarkTest00154.sarif,00154,True,79,True,79,TP
cleaned_BenchmarkTest00155.sarif,00155,True,79,True,79,TP
cleaned_BenchmarkTest00156.sarif,00156,True,79,True,79,TP
cleaned_BenchmarkTest00157.sarif,00157,True,79,True,79,TP
cleaned_BenchmarkTest00158.sarif,00158,False,78,True,78,FP
cleaned_BenchmarkTest00159.sarif,00159,True,78,True,78,TP
cleaned_BenchmarkTest00160.sarif,00160,True,330,True,501,FN_WrongCWE
cleaned_BenchmarkTest00161.sarif,00161,True,330,True,"330, 501",TP
cleaned_BenchmarkTest00162.sarif,00162,True,330,True,"330, 501",TP
cleaned_BenchmarkTest00163.sarif,00163,True,330,True,"330, 501",TP
cleaned_BenchmarkTest00164.sarif,00164,True,330,True,"330, 501",TP
cleaned_BenchmarkTest00165.sarif,00165,True,330,True,"330, 501",TP
cleaned_BenchmarkTest00166.sarif,00166,True,330,True,"330, 501",TP
cleaned_BenchmarkTest00167.sarif,00167,True,330,True,"330, 501",TP
cleaned_BenchmarkTest00168.sarif,00168,True,330,True,"330, 501",TP
cleaned_BenchmarkTest00169.sarif,00169,True,614,True,"113, 614",TP
cleaned_BenchmarkTest00170.sarif,00170,True,614,True,"113, 614",TP
cleaned_BenchmarkTest00171.sarif,00171,False,78,True,78,FP
cleaned_BenchmarkTest00172.sarif,00172,True,78,True,78,TP
cleaned_BenchmarkTest00173.sarif,00173,True,78,True,78,TP
cleaned_BenchmarkTest00174.sarif,00174,True,78,True,78,TP
cleaned_BenchmarkTest00175.sarif,00175,False,78,True,78,FP
